SaleID,RetailerCountry,OrderMethod,RetailerType,ProductLine,ProductType,Product,Year,Quarter,Revenue,Quantity,GrossMargin
SaleID_414,Australia,Web,Department Store,Personal Accessories,Sleeping Bags,Hibernator Camp Cot,2018,Q3 2018,46455.12,474,0.34560737
SaleID_415,Australia,Web,Department Store,Outdoor Protection,Packs,Canyon Mule Climber Backpack,2018,Q3 2018,17945.75,249,0.2833564
SaleID_416,Australia,Web,Department Store,Outdoor Protection,Packs,Canyon Mule Journey Backpack,2018,Q3 2018,94683.7,280,0.38298139
SaleID_417,Australia,Web,Department Store,Personal Accessories,Packs,Canyon Mule Cooler,2018,Q3 2018,12346.24,374,0.52397327
SaleID_418,Australia,Web,Department Store,Personal Accessories,Packs,Canyon Mule Carryall,2018,Q3 2018,33815.92,490,0.41396584
SaleID_419,Australia,Web,Department Store,Camping Equipment,Lanterns,Firefly Lite,2018,Q3 2018,3630.68,246,0.54351762
SaleID_420,Australia,Web,Department Store,Personal Accessories,Lanterns,Firefly Mapreader,2018,Q3 2018,9899.44,616,0.54007519
SaleID_421,Australia,Sales visit,Discount Retailer,Personal Accessories,Eyewear,Polar Sun,2018,Q3 2018,26282.62,432,0.58053572
SaleID_422,Australia,Sales visit,Discount Retailer,Camping Equipment,Eyewear,Polar Ice,2018,Q3 2018,10233.2,96,0.5490538
SaleID_423,Australia,Sales visit,Discount Retailer,Camping Equipment,Eyewear,Polar Sports,2018,Q3 2018,8559.18,75,0.50188456
SaleID_424,Australia,Sales visit,Discount Retailer,Personal Accessories,Eyewear,Polar Wave,2018,Q3 2018,2490.5,27,0.57996444
SaleID_425,Netherlands,Fax,Outdoors Shop,Mountaineering Equipment,Cooking Gear,TrailChef Water Bag,2018,Q3 2018,14767.18,2345,0.54194888
SaleID_426,Netherlands,Fax,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2018,Q3 2018,8119,662,0.46514403
SaleID_427,Netherlands,Fax,Outdoors Shop,Sports Equipment,Cooking Gear,TrailChef Kettle,2018,Q3 2018,18906.58,1484,0.60732072
SaleID_428,Netherlands,Fax,Outdoors Shop,Sports Equipment,Tents,Star Lite,2018,Q3 2018,142051.36,410,0.29144401
SaleID_429,Netherlands,Fax,Outdoors Shop,Personal Accessories,Tents,Star Gazer 3,2018,Q3 2018,77105.61,123,0.3406202
SaleID_430,Netherlands,Phone,Outdoors Shop,Mountaineering Equipment,Lanterns,EverGlow Double,2018,Q3 2018,621.5,12,0.45870566
SaleID_431,Netherlands,Phone,Outdoors Shop,Outdoor Protection,Lanterns,EverGlow Kerosene,2018,Q3 2018,7644.48,246,0.36316947
SaleID_432,Netherlands,Phone,Sports Store,Camping Equipment,Knives,Edge Extreme,2018,Q3 2018,24514.67,219,0.29895209
SaleID_433,Netherlands,Phone,Sports Store,Camping Equipment,Knives,Bear Survival Edge,2018,Q3 2018,12765.5,148,0.49126801
SaleID_434,Netherlands,Phone,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2018,Q3 2018,11604.57,69,0.46186652
SaleID_435,Netherlands,Phone,Sports Store,Camping Equipment,Navigation,Glacier Deluxe,2018,Q3 2018,11703.2,130,0.38970215
SaleID_436,Netherlands,Web,Mall,Sports Equipment,Watches,Kodiak,2018,Q3 2018,36928.9,290,0.48057338
SaleID_437,Netherlands,Web,Mall,Camping Equipment,Eyewear,Cat Eye,2018,Q3 2018,34479,1211,0.32577446
SaleID_438,Netherlands,Web,Outdoors Shop,Camping Equipment,Watches,Lux,2018,Q3 2018,12461.2,72,0.48155616
SaleID_439,Netherlands,Web,Outdoors Shop,Sports Equipment,Watches,Sam,2018,Q3 2018,37816,842,0.39225156
SaleID_440,Netherlands,Web,Outdoors Shop,Mountaineering Equipment,Watches,TX,2018,Q3 2018,83900,445,0.45356253
SaleID_441,Netherlands,Web,Discount Retailer,Personal Accessories,Binoculars,Seeker Mini,2018,Q3 2018,5890.96,74,0.51267313
SaleID_442,Netherlands,Web,Discount Retailer,Camping Equipment,Binoculars,Opera Vision,2018,Q3 2018,2300,22,0.55063636
SaleID_443,Netherlands,Web,Discount Retailer,Camping Equipment,Binoculars,Ranger Vision,2018,Q3 2018,63300,397,0.4624481
SaleID_444,Netherlands,Web,Discount Retailer,Sports Equipment,Navigation,Astro Pilot,2018,Q3 2018,27360,190,0.38764307
SaleID_445,Netherlands,Web,Discount Retailer,Sports Equipment,Navigation,Sky Pilot,2018,Q3 2018,18358,53,0.34482638
SaleID_446,Netherlands,Web,Sports Store,Mountaineering Equipment,Cooking Gear,TrailChef Cup,2018,Q3 2018,4388.4,1210,0.77056338
SaleID_447,Netherlands,Web,Sports Store,Outdoor Protection,Cooking Gear,TrailChef Single Flame,2018,Q3 2018,35873.2,572,0.27099426
SaleID_448,Sweden,E-mail,Outdoors Shop,Personal Accessories,Tents,Star Peg,2018,Q3 2018,3103.66,1519,0.50494949
SaleID_449,Sweden,E-mail,Outdoors Shop,Personal Accessories,Sleeping Bags,Hibernator,2018,Q3 2018,31668.45,217,0.42428863
SaleID_450,Sweden,E-mail,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2018,Q3 2018,45459.86,184,0.40814629
SaleID_451,Sweden,E-mail,Outdoors Shop,Mountaineering Equipment,Insect Repellents,BugShield Extreme,2018,Q3 2018,27177.26,4053,0.64794638
SaleID_452,Sweden,E-mail,Outdoors Shop,Personal Accessories,Sunscreen,Sun Shelter 15,2018,Q3 2018,4470.8,894,0.64469388
SaleID_453,Sweden,E-mail,Outdoors Shop,Personal Accessories,First Aid,Compact Relief Kit,2018,Q3 2018,2262,96,0.61869565
SaleID_454,Sweden,Web,Mall,Camping Equipment,Watches,Infinity,2018,Q3 2018,18379,81,0.47148367
SaleID_455,Sweden,Web,Mall,Camping Equipment,Watches,TX,2018,Q3 2018,5700,30,0.4792
SaleID_456,Sweden,Web,Mall,Outdoor Protection,Binoculars,Ranger Vision,2018,Q3 2018,3460,23,0.37
SaleID_457,Sweden,Web,Department Store,Camping Equipment,Tents,Star Gazer 2,2018,Q3 2018,103571.83,191,0.29293788
SaleID_458,Sweden,Web,Department Store,Mountaineering Equipment,Sleeping Bags,Hibernator,2018,Q3 2018,38745.6,282,0.3869019
SaleID_459,Sweden,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2018,Q3 2018,15733.99,643,0.39499385
SaleID_460,Sweden,Web,Department Store,Personal Accessories,Navigation,Trail Scout,2018,Q3 2018,12952,56,0.35751478
SaleID_461,Sweden,Web,Department Store,Personal Accessories,Navigation,Astro Pilot,2018,Q3 2018,26490,184,0.38863054
SaleID_462,Sweden,Web,Department Store,Camping Equipment,Navigation,Sky Pilot,2018,Q3 2018,25518,73,0.34537808
SaleID_463,Sweden,Web,Department Store,Personal Accessories,Irons,Hailstorm Steel Irons,2018,Q3 2018,27833.76,66,0.50000785
SaleID_464,Sweden,Web,Department Store,Personal Accessories,Irons,Hailstorm Titanium Irons,2018,Q3 2018,57706.12,68,0.44751289
SaleID_465,Sweden,Web,Warehouse Store,Personal Accessories,Sleeping Bags,Hibernator Extreme,2018,Q3 2018,43964.48,178,0.40814629
SaleID_466,Sweden,Web,Outdoors Shop,Camping Equipment,Tools,Granite Grip,2018,Q3 2018,6156.4,311,0.50540816
SaleID_467,Sweden,Web,Outdoors Shop,Personal Accessories,Tools,Granite Axe,2018,Q3 2018,18646.4,480,
SaleID_468,Sweden,Web,Outdoors Shop,Camping Equipment,Tools,Granite Extreme,2018,Q3 2018,24464.8,326,
SaleID_469,Sweden,Web,Outdoors Shop,Outdoor Protection,Watches,Mountain Man Extreme,2018,Q3 2018,3561.88,14,0.60724774
SaleID_470,Sweden,Web,Outdoors Shop,Outdoor Protection,Watches,Venue,2018,Q3 2018,58500,802,0.42247089
SaleID_471,Sweden,Web,Outdoors Shop,Mountaineering Equipment,Navigation,Astro Pilot,2018,Q3 2018,6190,44,0.388
SaleID_472,Sweden,Web,Outdoors Shop,Camping Equipment,Navigation,Sky Pilot,2018,Q3 2018,15852,46,0.34379888
SaleID_473,Sweden,Web,Discount Retailer,Personal Accessories,Navigation,Trail Scout,2018,Q3 2018,14142,61,0.35752101
SaleID_474,Sweden,Web,Discount Retailer,Outdoor Protection,Navigation,Astro Pilot,2018,Q3 2018,12425,87,0.388
SaleID_475,Sweden,Web,Discount Retailer,Outdoor Protection,Navigation,Sky Pilot,2018,Q3 2018,11914,35,0.34567039
SaleID_476,Sweden,Web,Sports Store,Personal Accessories,Cooking Gear,TrailChef Canteen,2018,Q3 2018,7803.1,636,0.46514403
SaleID_477,Sweden,Web,Sports Store,Outdoor Protection,Cooking Gear,TrailChef Kitchen Kit,2018,Q3 2018,12476.24,538,0.32009095
SaleID_478,Sweden,Web,Sports Store,Sports Equipment,Cooking Gear,TrailChef Cup,2018,Q3 2018,6805.17,1881,0.77180321
SaleID_479,Sweden,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2018,Q3 2018,36072.3,297,0.35754797
SaleID_480,Sweden,Web,Sports Store,Personal Accessories,Cooking Gear,TrailChef Single Flame,2018,Q3 2018,23509.48,375,0.27099426
SaleID_481,Sweden,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2018,Q3 2018,22212.3,157,0.4842745
SaleID_482,Denmark,Web,Mall,Camping Equipment,Watches,Venue,2018,Q3 2018,17912,246,0.42135302
SaleID_483,Denmark,Web,Mall,Camping Equipment,Watches,Infinity,2018,Q3 2018,30022,134,0.47080743
SaleID_484,Denmark,Web,Department Store,Personal Accessories,Golf Accessories,Course Pro Golf and Tee Set,2018,Q3 2018,6240.4,597,0.73868217
SaleID_485,Denmark,Web,Department Store,Camping Equipment,Golf Accessories,Course Pro Umbrella,2018,Q3 2018,7353.32,598,0.51698439
SaleID_486,Denmark,Web,Department Store,Camping Equipment,Golf Accessories,Course Pro Golf Bag,2018,Q3 2018,12468.4,62,0.62336955
SaleID_487,Denmark,Web,Department Store,Personal Accessories,Golf Accessories,Course Pro Gloves,2018,Q3 2018,5466.16,524,0.7755642
SaleID_488,Denmark,Web,Online Retailer,Sports Equipment,Cooking Gear,TrailChef Cook Set,2018,Q3 2018,27519.6,522,0.34681016
SaleID_489,Denmark,Web,Online Retailer,Camping Equipment,Cooking Gear,TrailChef Single Flame,2018,Q3 2018,27902.68,445,0.27099426
SaleID_490,Denmark,Web,Online Retailer,Camping Equipment,Lanterns,EverGlow Butane,2018,Q3 2018,4001.2,62,0.38511535
SaleID_491,Denmark,Web,Online Retailer,Camping Equipment,Insect Repellents,BugShield Natural,2018,Q3 2018,,924,0.69367347
SaleID_492,Denmark,Web,Online Retailer,Personal Accessories,Sunscreen,Sun Shelter Stick,2018,Q3 2018,3775,752,0.61
SaleID_493,Denmark,Web,Outdoors Shop,Sports Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2018,Q3 2018,11105.96,94,0.5540107
SaleID_494,Denmark,Web,Outdoors Shop,Sports Equipment,Rope,Husky Rope 50,2018,Q3 2018,11680.8,79,0.33905585
SaleID_495,Denmark,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 60,2018,Q3 2018,8137,47,0.30165733
SaleID_496,Denmark,Web,Outdoors Shop,Camping Equipment,Climbing Accessories,Granite Carabiner,2018,Q3 2018,7722.4,1987,0.49958333
SaleID_497,Denmark,Web,Outdoors Shop,Sports Equipment,Climbing Accessories,Granite Belay,2018,Q3 2018,12207.2,186,0.48613982
SaleID_498,Denmark,Web,Outdoors Shop,Camping Equipment,Climbing Accessories,Granite Pulley,2018,Q3 2018,11305.44,306,0.51217037
SaleID_499,Denmark,Web,Outdoors Shop,Camping Equipment,Climbing Accessories,Firefly Climbing Lamp,2018,Q3 2018,5608.18,144,0.43768755
SaleID_500,Denmark,Web,Discount Retailer,Personal Accessories,Binoculars,Opera Vision,2018,Q3 2018,14400,132,0.55190909
SaleID_501,Denmark,Web,Discount Retailer,Personal Accessories,Binoculars,Ranger Vision,2018,Q3 2018,43620,274,0.44093015
SaleID_502,Denmark,Web,Discount Retailer,Sports Equipment,Navigation,Trail Scout,2018,Q3 2018,9620,42,0.35747899
SaleID_503,Denmark,Web,Discount Retailer,Personal Accessories,Navigation,Astro Pilot,2018,Q3 2018,19240,134,0.38759352
SaleID_504,Denmark,Web,Discount Retailer,Personal Accessories,Navigation,Sky Pilot,2018,Q3 2018,31604,90,0.34491684
SaleID_505,Denmark,Web,Sports Store,Personal Accessories,Watches,Venue,2018,Q3 2018,7181,99,0.4239726
SaleID_506,Denmark,Web,Sports Store,Personal Accessories,Watches,Infinity,2018,Q3 2018,17582,76,0.46446402
SaleID_507,Denmark,Web,Sports Store,Camping Equipment,Watches,Lux,2018,Q3 2018,16449.2,96,0.48292956
SaleID_508,Denmark,Web,Sports Store,Mountaineering Equipment,Watches,TX,2018,Q3 2018,7856,43,0.4610263
SaleID_509,Denmark,Web,Sports Store,Outdoor Protection,Watches,Legend,2018,Q3 2018,14690.8,56,0.45594402
SaleID_510,Denmark,Sales visit,Direct Marketing,Personal Accessories,Insect Repellents,BugShield Lotion Lite,2018,Q3 2018,2242,308,0.74142857
SaleID_511,Denmark,Sales visit,Direct Marketing,Camping Equipment,First Aid,Calamine Relief,2018,Q3 2018,472,64,0.53833333
SaleID_512,Denmark,Sales visit,Direct Marketing,Camping Equipment,First Aid,Aloe Relief,2018,Q3 2018,952.49,165,0.64288719
SaleID_513,Denmark,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2018,Q3 2018,27994.17,531,0.34681016
SaleID_514,Denmark,Sales visit,Outdoors Shop,Personal Accessories,Cooking Gear,TrailChef Double Flame,2018,Q3 2018,22354.96,158,0.4842745
SaleID_515,Finland,Web,Mall,Camping Equipment,Watches,Venue,2018,Q3 2018,7765,107,0.42289498
SaleID_516,Finland,Web,Mall,Personal Accessories,Watches,Infinity,2018,Q3 2018,7633,34,0.46774061
SaleID_517,Finland,Web,Mall,Personal Accessories,Watches,TX,2018,Q3 2018,15472,80,0.47673432
SaleID_518,Finland,Web,Mall,Personal Accessories,Watches,Legend,2018,Q3 2018,3480,15,0.42615385
SaleID_519,Finland,Web,Mall,Personal Accessories,Watches,Kodiak,2018,Q3 2018,5393.2,46,0.44491272
SaleID_520,Finland,Web,Mall,Outdoor Protection,Eyewear,Cat Eye,2018,Q3 2018,12535.2,466,0.30980803
SaleID_521,Finland,Web,Department Store,Camping Equipment,Sunscreen,Sun Shield,2018,Q3 2018,7735.84,1314,0.5247732
SaleID_522,Finland,Web,Department Store,Camping Equipment,First Aid,Compact Relief Kit,2018,Q3 2018,,127,0.59970985
SaleID_523,Finland,Web,Department Store,Mountaineering Equipment,First Aid,Deluxe Family Relief Kit,2018,Q3 2018,9130.7,268,0.58545066
SaleID_524,Finland,Web,Department Store,Sports Equipment,First Aid,Calamine Relief,2018,Q3 2018,652,94,0.52733333
SaleID_525,Finland,Web,Department Store,Camping Equipment,First Aid,Insect Bite Relief,2018,Q3 2018,1672,264,0.539
SaleID_526,Finland,Web,Direct Marketing,Outdoor Protection,Cooking Gear,TrailChef Canteen,2018,Q3 2018,9248.95,755,0.45414403
SaleID_527,Finland,Web,Direct Marketing,Personal Accessories,Cooking Gear,TrailChef Kitchen Kit,2018,Q3 2018,13399.84,578,0.30909095
SaleID_528,Finland,Web,Direct Marketing,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2018,Q3 2018,44851.98,369,
SaleID_529,Finland,Web,Direct Marketing,Personal Accessories,Cooking Gear,TrailChef Kettle,2018,Q3 2018,19153.52,1519,0.59215287
SaleID_530,Finland,Web,Direct Marketing,Camping Equipment,Tents,Star Dome,2018,Q3 2018,79639.2,132,0.35177197
SaleID_531,Finland,Web,Direct Marketing,Outdoor Protection,Packs,Canyon Mule Weekender Backpack,2018,Q3 2018,62716.42,235,0.37884669
SaleID_532,Finland,Web,Warehouse Store,Sports Equipment,Lanterns,EverGlow Butane,2018,Q3 2018,6467,102,0.36086587
SaleID_533,Finland,Web,Warehouse Store,Personal Accessories,Knives,Double Edge,2018,Q3 2018,8108.21,493,0.29820294
SaleID_534,Finland,Web,Warehouse Store,Personal Accessories,Binoculars,Seeker 50,2018,Q3 2018,14470.84,116,0.26458782
SaleID_535,Finland,Web,Warehouse Store,Mountaineering Equipment,Binoculars,Seeker Mini,2018,Q3 2018,7660.42,96,0.50167313
SaleID_536,Finland,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,2018,Q3 2018,19778.01,3181,0.5256559
SaleID_537,Finland,Web,Outdoors Shop,Personal Accessories,Cooking Gear,TrailChef Deluxe Cook Set,2018,Q3 2018,,739,0.34654797
SaleID_538,Finland,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kettle,2018,Q3 2018,22620.08,1795,0.59215287
SaleID_539,Finland,Web,Outdoors Shop,Mountaineering Equipment,Cooking Gear,TrailChef Utensils,2018,Q3 2018,17818.37,949,0.46452646
SaleID_540,Finland,Web,Outdoors Shop,Outdoor Protection,Tents,Star Gazer 3,2018,Q3 2018,81560.48,130,0.3296202
SaleID_541,Finland,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2018,Q3 2018,39647.69,52,0.37949479
SaleID_542,Finland,Web,Outdoors Shop,Mountaineering Equipment,Sleeping Bags,Hibernator,2018,Q3 2018,50477.3,367,0.3759019
SaleID_543,Finland,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2018,Q3 2018,120976.55,487,0.39714629
SaleID_544,Finland,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2018,Q3 2018,0,11,
SaleID_545,Finland,Web,Discount Retailer,Camping Equipment,Eyewear,Zone,2018,Q3 2018,52370.3,1713,0.31714472
SaleID_546,Finland,Web,Discount Retailer,Personal Accessories,Eyewear,Hawk Eye,2018,Q3 2018,14680,362,0.39148148
SaleID_547,Finland,Web,Discount Retailer,Outdoor Protection,Eyewear,Retro,2018,Q3 2018,9246.9,148,0.43922346
SaleID_548,Finland,Web,Discount Retailer,Mountaineering Equipment,Knives,Max Gizmo,2018,Q3 2018,2621.2,68,0.53826702
SaleID_549,Finland,Web,Discount Retailer,Camping Equipment,Knives,Pocket Gizmo,2018,Q3 2018,11738.8,956,0.60071581
SaleID_550,Finland,Web,Discount Retailer,Camping Equipment,Binoculars,Seeker Mini,2018,Q3 2018,5810.53,73,0.50167313
SaleID_551,Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2018,Q3 2018,15612.28,2480,0.53094888
SaleID_552,Finland,Web,Sports Store,Mountaineering Equipment,Cooking Gear,TrailChef Canteen,2018,Q3 2018,18057.7,1480,0.45414403
SaleID_553,Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2018,Q3 2018,13907.82,600,0.30909095
SaleID_554,Finland,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,2018,Q3 2018,15989.73,2569,
SaleID_555,Finland,Sales visit,Outdoors Shop,Outdoor Protection,Lanterns,Firefly Extreme,2018,Q3 2018,6759.8,136,0.43320523
SaleID_556,Finland,Sales visit,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 50,2018,Q3 2018,22359.2,150,0.32805585
SaleID_557,Finland,Sales visit,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 60,2018,Q3 2018,13316.4,76,0.29065733
SaleID_558,Finland,Sales visit,Outdoors Shop,Camping Equipment,Rope,Husky Rope 100,2018,Q3 2018,41810.08,130,0.30026435
SaleID_559,Finland,Sales visit,Outdoors Shop,Personal Accessories,Rope,Husky Rope 200,2018,Q3 2018,29826.4,57,0.31377575
SaleID_560,Finland,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Charger,2018,Q3 2018,16856.4,328,0.56398054
SaleID_561,Finland,Sales visit,Outdoors Shop,Camping Equipment,Climbing Accessories,Firefly Rechargeable Battery,2018,Q3 2018,11367.52,1454,0.59307216
SaleID_562,Finland,Sales visit,Outdoors Shop,Personal Accessories,Climbing Accessories,Granite Chalk Bag,2018,Q3 2018,3857.32,215,0.51543991
SaleID_563,Finland,Sales visit,Outdoors Shop,Personal Accessories,Tools,Granite Ice,2018,Q3 2018,20855.2,278,0.48078191
SaleID_564,Finland,Sales visit,Outdoors Shop,Camping Equipment,Knives,Double Edge,2018,Q3 2018,7814.63,475,0.29820294
SaleID_565,Finland,Sales visit,Outdoors Shop,Mountaineering Equipment,Knives,Bear Edge,2018,Q3 2018,8510.2,216,0.40027226
SaleID_566,Finland,Sales visit,Outdoors Shop,Camping Equipment,Insect Repellents,BugShield Extreme,2018,Q3 2018,17714.66,2679,0.63121884
SaleID_567,Finland,Sales visit,Outdoors Shop,Personal Accessories,Sunscreen,Sun Shelter 15,2018,Q3 2018,6826.95,1389,0.62992784
SaleID_568,Finland,Sales visit,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shield,2018,Q3 2018,8090.86,1375,0.5247732
SaleID_569,France,Fax,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2018,Q3 2018,23116.96,434,0.34265616
SaleID_570,France,Fax,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2018,Q3 2018,20643.04,146,0.4732745
SaleID_571,France,Fax,Sports Store,Camping Equipment,Knives,Double Edge,2018,Q3 2018,7912.49,481,0.29820294
SaleID_572,France,Fax,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2018,Q3 2018,1576.64,18,0.51140654
SaleID_573,France,Phone,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2018,Q3 2018,12498.57,2005,0.5256559
SaleID_574,France,Phone,Department Store,Mountaineering Equipment,Cooking Gear,TrailChef Kitchen Kit,2018,Q3 2018,12484.7,544,0.30184464
SaleID_575,France,Phone,Department Store,Mountaineering Equipment,Cooking Gear,TrailChef Cook Set,2018,Q3 2018,24572.42,471,0.32881985
SaleID_576,France,Phone,Department Store,Camping Equipment,Sunscreen,Sun Shelter 30,2018,Q3 2018,12291.8,2596,0.60538298
SaleID_577,France,Phone,Department Store,Personal Accessories,Sunscreen,Sun Shield,2018,Q3 2018,13500.64,2378,0.5096383
SaleID_578,France,Phone,Department Store,Camping Equipment,First Aid,Deluxe Family Relief Kit,2018,Q3 2018,7297.4,214,0.58545066
SaleID_579,France,Phone,Department Store,,First Aid,Calamine Relief,2018,Q3 2018,532,74,0.52733333
SaleID_580,France,Phone,Department Store,Camping Equipment,,Insect Bite Relief,2018,Q3 2018,826,123,0.539
SaleID_581,France,Phone,Department Store,Personal Accessories,Irons,Hailstorm Steel Irons,2018,Q3 2018,64667.66,151,0.48900785
SaleID_582,France,Phone,Department Store,Outdoor Protection,Irons,Hailstorm Titanium Irons,2018,Q3 2018,47232.28,56,0.43651289
SaleID_583,France,Phone,Department Store,Personal Accessories,Irons,Lady Hailstorm Steel Irons,2018,Q3 2018,42166.36,86,0.44435634
SaleID_584,France,Phone,Department Store,Sports Equipment,Irons,Lady Hailstorm Titanium Irons,2018,Q3 2018,70297.12,86,0.44855007
SaleID_585,France,Phone,Department Store,Sports Equipment,Woods,Hailstorm Titanium Woods Set,2018,Q3 2018,58597.18,51,0.42150716
SaleID_586,France,Phone,Department Store,Sports Equipment,Woods,Hailstorm Steel Woods Set,2018,Q3 2018,113888.76,176,0.47686745
SaleID_587,France,Phone,Outdoors Shop,Camping Equipment,Knives,Double Edge,2018,Q3 2018,6167.25,377,0.29820294
SaleID_588,France,Phone,Outdoors Shop,Personal Accessories,Knives,Edge Extreme,2018,Q3 2018,39879.54,356,0.28795209
SaleID_589,France,Web,Mall,Camping Equipment,Watches,Venue,2018,Q3 2018,43705,600,0.41129945
SaleID_590,France,Web,Mall,Personal Accessories,Watches,Infinity,2018,Q3 2018,43221,189,0.45556382
SaleID_591,France,Web,Mall,Personal Accessories,Watches,Lux,2018,Q3 2018,21986.6,126,0.47240943
SaleID_592,France,Web,Mall,Camping Equipment,Watches,Sam,2018,Q3 2018,5977.8,134,0.38073719
SaleID_593,France,Web,Mall,Camping Equipment,Watches,TX,2018,Q3 2018,91879,491,0.45069295
SaleID_594,France,Web,Mall,Mountaineering Equipment,Watches,Legend,2018,Q3 2018,25370,99,0.44465188
SaleID_595,France,Web,Mall,Camping Equipment,Watches,Zodiak,2018,Q3 2018,7087.8,68,0.42123738
SaleID_596,France,Web,Mall,Sports Equipment,Watches,Kodiak,2018,Q3 2018,10321,81,0.47915774
SaleID_597,France,Web,Mall,Camping Equipment,Eyewear,Bella,2018,Q3 2018,5518.5,83,0.44507407
SaleID_598,France,Web,Direct Marketing,Camping Equipment,First Aid,Calamine Relief,2018,Q3 2018,891,142,0.52733333
SaleID_599,France,Web,Direct Marketing,Camping Equipment,First Aid,Aloe Relief,2018,Q3 2018,1735.06,324,0.63188719
SaleID_600,France,Web,Warehouse Store,Personal Accessories,Cooking Gear,TrailChef Cup,2018,Q3 2018,5410.87,1495,0.7622312
SaleID_601,France,Web,Warehouse Store,Mountaineering Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2018,Q3 2018,0,242,
SaleID_602,France,Web,Discount Retailer,Camping Equipment,Eyewear,Polar Sports,2018,Q3 2018,10431.6,92,0.48850928
SaleID_603,France,Web,Discount Retailer,Personal Accessories,Eyewear,Polar Wave,2018,Q3 2018,2919.6,32,0.56896444
SaleID_604,France,Web,Discount Retailer,Sports Equipment,Eyewear,Polar Extreme,2018,Q3 2018,3461.9,25,0.5101261
SaleID_605,France,Web,Discount Retailer,Personal Accessories,Eyewear,Bella,2018,Q3 2018,8961,134,0.4467037
SaleID_606,France,Web,Discount Retailer,Personal Accessories,Eyewear,Capri,2018,Q3 2018,9970.7,261,0.33215927
SaleID_607,France,Web,Discount Retailer,Personal Accessories,Eyewear,Cat Eye,2018,Q3 2018,39440.4,1230,0.32410853
SaleID_608,France,Web,Discount Retailer,Personal Accessories,Eyewear,Dante,2018,Q3 2018,21296.6,498,0.35283185
SaleID_609,France,Web,Discount Retailer,Personal Accessories,Eyewear,Fairway,2018,Q3 2018,15647.1,776,0.39384487
SaleID_610,France,Web,Discount Retailer,Outdoor Protection,Eyewear,Inferno,2018,Q3 2018,49916.85,776,0.40144576
SaleID_611,France,Web,Discount Retailer,Personal Accessories,Eyewear,Maximus,2018,Q3 2018,21816,272,0.49210315
SaleID_612,France,Web,Sports Store,Personal Accessories,Navigation,Glacier Deluxe,2018,Q3 2018,5328.06,59,0.3916334
SaleID_613,France,Web,Sports Store,Sports Equipment,Navigation,Glacier GPS,2018,Q3 2018,41199.75,377,0.28315201
SaleID_614,France,Web,Sports Store,Outdoor Protection,Navigation,Trail Scout,2018,Q3 2018,24327,104,0.34651607
SaleID_615,France,Sales visit,Department Store,Personal Accessories,Cooking Gear,TrailChef Water Bag,2018,Q3 2018,10742.37,1691,0.5361248
SaleID_616,France,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2018,Q3 2018,9122.48,391,0.31589537
SaleID_617,France,Sales visit,Department Store,Personal Accessories,Insect Repellents,BugShield Lotion,2018,Q3 2018,7113.44,1022,0.66248741
SaleID_618,France,Sales visit,Department Store,Mountaineering Equipment,Sunscreen,Sun Blocker,2018,Q3 2018,2863.6,576,0.60104082
SaleID_619,France,Sales visit,Department Store,Sports Equipment,Sunscreen,Sun Shelter 15,2018,Q3 2018,5580,1142,0.62992784
SaleID_620,France,Sales visit,Department Store,Personal Accessories,Sunscreen,Sun Shelter 30,2018,Q3 2018,10021.25,2101,0.60952632
